gsi_deposit_id	deposit_value	mineral	metal_class	state	sheet_no	district	locality	latlong	symbol	rock_type	rock_age	deposit_size	remark	page	latitude	longitude
4	714.5	"chromite"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"18"	"Khammam dist."	"37. Linganapeta"	"17^15' : 80^25'"	"Cr"	"Ultramafic intrusion in Peninsular Gneissic Complex"	"Mesozoic"	3	"Khammam-Krishna Chromite Belt No 37,38,40"	1	17.25	80.41666
5	714.5	"chromite"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"18"	"Khammam dist."	"38. Shriranigiri"	"17^20' : 80^24'"	"Cr"	"Ultramafic intrusion in Peninsular Gneissic Complex"	"Mesozoic"	3	""	1	17.33333	80.4
6	75	"chromite"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"18"	"Khammam dist."	"40. Kondapalle"	"16^37' : 80^32'"	"Cr"	"Pyroxenite emplaced in Granulite"	"Mesozoic"	3	""	1	16.61667	80.53333
10	14079.32	"chromite"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Hassan dist."	"3. Aladahalli"	"13^07'40" : 76^22'"	"Cr"	"Altered ultrabasics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	1	""	1	13.12778	76.36667
11	14079.32	"chromite"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Hassan dist."	"4. Bhaktarhalli"	"13^05'20" : 76^25'40""	"Cr"	"Ultramafic body associated with Sargur Group"	"Archaean"	1	"Nuggihalli Schist Belt No. 4,5"	1	13.08889	76.42778
12	4693.105	"chromite"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Hassan dist."	"5. Byrapura"	"13^07' : 76^25'"	"Cr"	"Ore occurs within ultramafic body associated with Sargur Group"	"Archaean"	3	""	1	13.11667	76.41666
13	14079.32	"chromite"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Hassan dist."	"6. Chikkonahalli"	"13^04'30" : 76^26'50""	"Cr"	"Ore occurs within ultramafic body associated with Sargur Group"	"Archaean"	1	""	1	13.075	76.44722
14	14079.32	"chromite"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Hassan dist."	"7. Gobalihalli"	"13^08'30" : 76^24'"	"Cr"	"Ore occurs within ultramafic body associated with Sargur Group"	"Archaean"	1	""	1	13.14167	76.4
15	14079.32	"chromite"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Hassan dist."	"8. Jambur"	"12^59'30" : 76^27'30""	"Cr"	"Ore occurs within ultramafic body associated with Sargur Group"	"Archaean"	1	""	1	12.99167	76.45834
16	14079.32	"chromite"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Hassan dist."	"9. Lakkaranshalli"	"13^02'30" : 76^26'30""	"Cr"	"Ore occurs within ultramafic body associated with Sargur Group"	"Archaean"	1	""	1	13.04167	76.44167
19	825.93	"chromite"	"Iron and Ferro-Alloy Metals"	"MAHARASHTRA"	"17"	"Ratnagiri dist."	"12. Kankavli"	"16^16'40" : 73^45'30""	"Cr,Tc"	"Ultramafic body within volcanosedimentary sequence of Sakoli Group"	"Lower Proterozoic"	3	""	1	16.27778	73.75833
20	119	"chromite"	"Iron and Ferro-Alloy Metals"	"MANIPUR"	"11"	"Manipur Central dist."	"32. Tengnoupal"	"24^23' : 94^09'"	"Cr"	"Naga Ophiolite"	"Cretaceous - Palaeogene"	1	""	1	24.38333	94.15
22	3149450	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"13. Bhimtanagar"	"21^02' : 85^45'"	"Cr"	"Chromite occurs within ultramafic body associated with Gorumahisini Group"	"Archaean"	1	""	1	21.03333	85.75
23	1049817	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"14. Gurjang"	"21^04' : 85^47'"	"Cr"	"Chromite occurs within ultramafic body associated with Gorumahisini Group"	"Archaean"	3	""	1	21.06667	85.78333
24	1049817	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"15. Kalanangi"	"21^01' : 85^45'"	"Cr"	"Chromite occurs within ultramafic body associated with Gorumahisini Group"	"Archaean"	3	""	1	21.01667	85.75
25	1049817	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"16. Talangi"	"21^03' : 85^47'"	"Cr"	"Chromite occurs within ultramafic body associated with Gorumahisini Group"	"Archaean"	3	""	1	21.05	85.78333
26	3149450	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"17. Kaliapani South"	"21^03' : 85^47'"	"Cr"	"Chromite occurs within ultramafic body associated with Gorumahisini Group"	"Archaean"	1	""	1	21.05	85.78333
27	2099633	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"18. Kumardih"	"21^03' : 85^50'"	"Cr"	"Chromite occurs within ultramafic body associated with Gorumahisini Group"	"Archaean"	2	""	1	21.05	85.83334
28	3149450	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"19. Sarubil"	"21^04' : 85^48'"	"Cr"	"Chromite occurs within ultramafic body associated with Gorumahisini Group"	"Archaean"	1	""	1	21.06667	85.8
29	3149450	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"20. Sukrangi"	"21^02' : 85^48'"	"Cr"	"Chromite occurs within ultramafic body associated with Gorumahisini Group"	"Archaean"	1	""	1	21.03333	85.8
30	34329.23	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Dhenkanal dist."	"22. Dangakata"	"21^01' : 85^41'30""	"Cr"	"Ore body occurs in ultramafic rock associated with Gorumahisini Group"	"Archaean"	1	""	1	21.01667	85.69167
31	34329.23	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Dhenkanal dist."	"23. Ontinaga-Umandira"	"21^05' : 85^42'"	"Cr"	"Ore body occurs in ultramafic rock associated with Gorumahisini Group"	"Archaean"	1	""	1	21.08333	85.7
32	34329.23	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Dhenkanal dist."	"24. Kathpal"	"21^02' : 85^43'"	"Cr"	"Ore body occurs in ultramafic rock associated with Gorumahisini Group"	"Archaean"	1	""	1	21.03333	85.71667
33	34329.23	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Dhenkanal dist."	"25. Maulabhanj"	"20^55' : 85^42'"	"Cr"	"Chromite occurs within altered ultramafic rocks"	"Archaean"	1	""	1	20.91667	85.7
34	1049817	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Dhenkanal dist."	"26. T. Kanakshya - nagar."	"21^01' : 85^45'"	"Cr"	"Ore body occurs in ultramafic rock associated with Gorumahisini Group"	"Archaean"	3	""	1	21.01667	85.75
35	11443.08	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Dhenkanal dist."	"33. Sengara & Birasal"	"21^00' : 85^41'"	"Cr"	"Ore body occurs in ultramafic rock associated with Gorumahisini Group"	"Archaean"	3	""	2	21	85.68333
36	219258	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"21. Baula-Nausahi Phuljhari area"	"21^16' - 21^18'30" : 86^10' - 86^20'"	"Cr, Ni Co"	"Dunite -chromite ultramafic rocks"	"Archaean"	2	""	2	21.2875	86.25
37	109629	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"27. Bangar"	"21^15'38" - 21^16'55" : 86^19' - 86^20'"	"Cr"	"Dunite -chromite ultramafic rocks"	"Archaean"	3	""	2	21.27125	86.325
38	109629	"chromite"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"29. Phulijorha"	"21^16'38" - 21^17'30" : 86^19' - 86^20'"	"Cr"	"Dunite -chromite ultramafic rocks"	"Archaean"	3	""	2	21.28444	86.325
47	12747	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Cuddapah dist."	"5. Thummalur"	"14^28'10" : 78^34'20""	"Fe"	"Sandstone, phyllite, conglomarates of Cuddapah Supergroup"	"Middle Proterozoic"	3	""	2	14.46944	78.57222
48	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"20"	"Kurnool dist."	"8. Bronmagundam"	"15^35'14" : 76^58'"	"Fe"	"Banded hematite quartzite"	"Archaean-Lower Proterozoic"	3	""	2	15.58722	76.96667
49	177.5	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Nellore dist."	"6. Sirasinambedu"	"13^51'30" : 79^51'30""	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean-Lower Proterozoic"	3	""	2	13.85833	79.85833
50	177.5	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Nellore dist."	"7. Venumbaka Rosanur"	"13^50'20" : 79^54'40""	"Fe"	"Phyllite, schist containing reef and float ore of Dharwar Supergroup"	"Archaean-Lower Proterozoic"	3	""	2	13.83889	79.91111
53	3403154	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Singhbhum dist."	"18. Noamundi"	"22^05' : 85^25'"	"Fe"	"Shale, sandy clay, iron ore, jasper of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	2	22.08333	85.41666
57	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Singhbhum dist."	"28. Balijori"	"22^05' : 85^20'"	"Fe"	"Shale, sandy clay, iron ore, jasper of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	2	22.08333	85.33334
58	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Singhbhum dist."	"30. Sasopi"	"22^05' : 85^20' - 85^25'"	"Fe"	"Shale, sandy clay, iron ore, jasper of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	2	22.08333	85.375
63	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Singhbhum dist."	"36. Baraiburu-Tatiba"	"22^09' - 22^05'09" : 85^20'"	"Fe"	"Manganiferous ferruginous laterite, shale, banded hematite quartzite and cherty "	"Archaean - Lower Proterozoic"	2	""	3	22.11792	85.33334
64	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Singhbhum dist."	"38. Tatiba"	"22^05' : 85^20'"	"Fe"	"Manganiferous ferruginous laterite, shale, banded hematite quartzite and cherty "	"Archaean - Lower Proterozoic"	2	""	3	22.08333	85.33334
65	11523.28	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Singhbhum dist."	"39. Karampada"	"22^00' : 85^10'"	"Fe"	"Manganiferous ferruginous laterite, shale, banded hematite quartzite and cherty "	"Archaean - Lower Proterozoic"	1	""	3	22	85.16666
72	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Singhbhum dist."	"51. Kurta R.F."	"22^05' : 85^25'"	"Fe"	"Banded hematite quartzite of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	3	22.08333	85.41666
73	948157.4	"iron ore"	"Iron and Ferro-Alloy Metals"	"GOA, DAMAN AND DIU"	"20"	"Singhbhum dist."	"201. Dhargalim"	"15^41'28" - 15^41'55" : 73^51'05" - 73^52'07""	"Fe"	"Dharwar Supergroup containing banded ferruginous quartzite"	"Archaean - Lower Proterozoic"	3	""	3	15.69486	73.86
74	948157.4	"iron ore"	"Iron and Ferro-Alloy Metals"	"GOA, DAMAN AND DIU"	"20"	"Singhbhum dist."	"202. Tivim"	"15^38'45" : 73^53'42""	"Fe"	"Dharwar Supergroup containing banded ferruginous quartzite"	"Archaean - Lower Proterozoic"	3	""	3	15.64583	73.895
75	9481573	"iron ore"	"Iron and Ferro-Alloy Metals"	"GOA, DAMAN AND DIU"	"20"	"Singhbhum dist."	"203. Mulgao"	"15^36' - 15^37' : 73^54' - 73^57'"	"Fe"	"Dharwar Supergroup containing banded ferruginous quartzite"	"Archaean - Lower Proterozoic"	1	""	3	15.60833	73.925
76	5005861	"iron ore"	"Iron and Ferro-Alloy Metals"	"GOA, DAMAN AND DIU"	"20"	"Singhbhum dist."	"204. Pissurlem"	"15^03'35" : 74^03'"	"Fe"	"Dharwar Supergroup containing banded ferruginous quartzite"	"Archaean - Lower Proterozoic"	2	""	3	15.05972	74.05
77	9101564	"iron ore"	"Iron and Ferro-Alloy Metals"	"GOA, DAMAN AND DIU"	"20"	"Singhbhum dist."	"205. Vill. Codli"	"15^21' : 74^08'"	"Fe"	"Dharwar Supergroup containing banded ferruginous quartzite"	"Archaean - Lower Proterozoic"	1	""	3	15.35	74.13333
78	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"52. Halkundi"	"15^05' : 76^52'"	"Fe"	"Banded hematite quartzite, metal ava, meta-argillites of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.08333	76.86667
79	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"54. Jmikumto-Padma"	"15^06' : 76^47'"	"Fe"	"Banded hematite quartzite, metal ava, meta-argillites of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.1	76.78333
80	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"55. Vonnahalli"	"15^06' : 76^53'"	"Fe"	"Banded hematite quartzite, metal ava, meta-argillites of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.1	76.88333
81	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"56. Belegal"	"15^04' - 15^07'01" : 76^45' - 76^40'"	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.09181	76.70833
82	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"60. Haragondona"	"15^07' : 76^47'"	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.11667	76.78333
83	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"61. Tumti"	"15^04'40" : 76^46'38""	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.07778	76.77722
84	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"62. Vittalapuram"	"15^10' : 76^30'"	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.16667	76.5
85	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"64. Vittalapuram and Tumti"	"15^04'32" : 76^46'34""	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.07556	76.77611
86	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"67. Ingligi"	"15^12'22" : 76^26'30""	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.20611	76.44167
87	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"68. Jaisingpur"	"15^13'13" : 76^26'30""	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.22028	76.44167
88	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"69. Jaisingpur"	"15^11' - 15^12' : 76^26' - 76^27'"	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.19167	76.44167
89	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"70. Jambuna thanahalli"	"15^14' : 76^25'"	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.23333	76.41666
90	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"71. Kalahalli"	"15^13' : 76^24'30""	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	""	3	15.21667	76.40833
91	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"72. Karadikolla"	"15^12' - 15^13' : 76^26' - 76^30'"	"Fe"	"BHQ and metavolcanics of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	""	3	15.20833	76.46667
92	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"4. Malapanagudi"	"15^15' : 76^25'"	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.25	76.41666
93	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"73. Karinagar"	"15^14'13" : 76^26'17""	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	""	3	15.23694	76.43806
94	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"74. Maderahalli"	"15^12'20" - 15^12'30" : 76^26'40" - 76^29'40""	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	"NEB Range"	3	15.20694	76.46944
95	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"75. Papinaya Kanahalli"	"15^13' - 15^13'30" : 76^25'10" - 76^26'"	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	""	3	15.22083	76.42639
96	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"76. Sandur"	"15^12'30" : 76^27'30""	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.20833	76.45834
97	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"77. San Kalapuram"	"15^14'15" : 76^25'47""	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	""	3	15.2375	76.42973
98	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"78. Sidhapur"	"15^15' : 76^26'"	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	""	3	15.25	76.43333
99	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"79. Jaisingpur"	"15^10' : 76^25'20""	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	""	3	15.16667	76.42223
100	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"80. Kalahalli"	"15^12'05" : 76^24'38""	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.20139	76.41055
101	2113273	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"82. Ramandurg Range"	"15^05' : 76^25'"	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	1	""	3	15.08333	76.41666
102	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"83. Ven Katagiri"	"15^10' : 76^10'"	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	3	15.16667	76.16666
103	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"84. Vyasanakera"	"15^11'45" : 76^22'"	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	2	""	3	15.19583	76.36667
104	2113273	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"85. Deogiri-Donimalai"	"15^02' - 15^05'30" : 76^36' - 76^38'30""	"Fe, Mn"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	1	""	3	15.0625	76.62083
105	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"86. Halikunte"	"15^03'14" : 76^34'13""	"Fe"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	3	""	3	15.05389	76.57027
106	1162300	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"87. Kammatheruvu"	"15^01' : 76^37'"	"Fe"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	2	""	3	15.01667	76.61667
107	2113273	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"88. Kummarswamy"	"14^55' - 15^20' : 76^15'"	"Fe"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	1	""	3	15.125	76.25
108	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"89. Laxmipur"	"15^05'30" : 76^34'"	"Fe"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	3	""	3	15.09167	76.56667
109	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"90. Muraripur"	"15^07'22" : 76^35'55""	"Fe"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	3	""	4	15.12278	76.59861
110	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"91. Namdihalli"	"15^01'32" : 76^35'51""	"Fe"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	3	""	4	15.02556	76.5975
111	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"92. Namdihalli"	"15^00'33" : 76^32'30""	"Fe"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	3	""	4	15.00917	76.54166
114	211327.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Bellary dist."	"95. Ubbalagundi"	"15^03' : 76^38'"	"Fe"	"Dharwarian rocks comprising basic igneous rocks metamor-phosed to green schist, "	"Archaean - Lower Proterozoic"	3	""	4	15.05	76.63333
116	368174.7	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chickmagalur dist."	"97. Bababudan Range"	"13^25' : 75^45'"	"Fe"	"Banded hematite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	4	13.41667	75.75
118	2024961	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chickmagalur dist."	"99. Kemangundi"	"13^32' - 13^33' : 75^45' - 75^45'45""	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	2	""	4	13.54167	75.75625
119	207567.8	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chitradurga dist."	"100. Bhima Samudra"	"14^14' : 76^14'"	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	3	""	4	14.23333	76.23333
120	207567.8	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chitradurga dist."	"101. Gulinosonahalli"	"13^57'30" - 13^58'40" : 76^23'50" - 76^24'50""	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	3	""	4	13.96806	76.40556
121	207567.8	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chitradurga dist."	"103. Kadalagudda"	"14^10' - 14^11' : 76^12' - 76^13'30""	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	3	""	4	14.175	76.21249
123	1141623	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chitradurga dist."	"105. Medikeripura"	"14^05' : 76^35'"	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	2	""	4	14.08333	76.58334
124	207567.8	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chitradurga dist."	"106. Thanigehalli and Megatahalli"	"14^13' - 14^14'30" : 76^11' - 76^13'"	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	3	""	4	14.22917	76.2
125	3886.667	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Dharwar dist."	"107. Kappatgudda Range"	"15^13' - 15^16'30" : 74^42' - 74^44'"	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	2	""	4	15.24583	74.71666
126	706.6667	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Dharwar dist."	"108. Doni"	"15^18' : 74^44'"	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	3	""	4	15.3	74.73333
127	97.92075	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Shimoga dist."	"109. Kotebara"	"13^54' : 74^49'"	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	2	""	4	13.9	74.81667
128	178.0377	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Shimoga dist."	"102. Hirekandvadi"	"13^50' : 75^15'"	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	1	""	4	13.83333	75.25
129	17.80377	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Shimoga dist."	"112. Yerekatte"	"14^10' : 75^20'"	"Fe"	"Soft laminated reef ore in Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	4	14.16667	75.33334
130	26029.2	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Tumkur dist."	"110. Bullenahalli and Honnebagi"	"13^24' : 76^39'"	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	3	""	4	13.4	76.65
