gsi_deposit_id	deposit_value	mineral	metal_class	state	sheet_no	district	locality	latlong	symbol	rock_type	rock_age	deposit_size	remark	page	latitude	longitude
1928	45189.28	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Bilaspur dist."	"197. Arasmeta"	"21^57' : 82^20'"	"Ls"	"Shale, Limestone, clay of Chattisgarh Group"	"Middle - Upper Proterozoic"	2	""	50	21.95	82.33334
1930	324669.3	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Damoh dist."	"199. Singrampur"	"23^32'50" : 79^48'"	"Ls"	"Limestone belongs to Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	50	23.54722	79.8
1932	45453.7	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Damoh dist."	"201. Ramashlaiya"	"23^33'40" : 79^50'10""	"Ls"	"Limestone belongs to Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	50	23.56111	79.83611
1934	1966.113	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"13"	"Dhar dist."	"203. Bagh"	"22^21' : 74^47'"	"Ls"	"Aravalli Supergroup comprising dolomitic marble and quartzite"	"Lower Proterozoic"	3	""	50	22.35	74.78333
1935	8004.888	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"13"	"Dhar dist."	"204. Jeerabad"	"22^24' : 74^45'"	"Ls"	"Limestone of Bagh Group"	"Mesozoic"	2	""	50	22.4	74.75
1936	.8504673	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Durg dist."	"205. Jamarsar Khurd"	"21^03'35" : 80^51'"	"Ls"	"Chattisgarh Group comprising limestone and shale"	"Middle - Upper Proterozoic"	3	""	50	21.05972	80.85
1937	259133.5	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Durg dist."	"206. Nandini-Kundini"	"21^23' : 81^22'"	"Ls"	"Chattisgarh Group comprising limestone and shale"	"Middle - Upper Proterozoic"	1	""	50	21.38333	81.36667
1938	147706.1	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Durg dist."	"207. Patharia"	"21^24' : 81^22'"	"Ls"	"Chattisgarh Group comprising limestone and shale"	"Middle - Upper Proterozoic"	2	""	50	21.4	81.36667
1939	147706.1	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Durg dist."	"208. Janul"	"21^15' : 81^24'"	"Ls"	"Chattisgarh Group comprising limestone and shale"	"Middle - Upper Proterozoic"	2	""	50	21.25	81.4
1940	36278.69	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Durg dist."	"209. Kodwa"	"21^37' : 81^22'"	"Ls"	"Chattisgarh Group comprising limestone and shale"	"Middle - Upper Proterozoic"	3	""	50	21.61667	81.36667
1941	36278.69	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Durg dist."	"210. Sahagaon"	"21^24' : 81^23'"	"Ls"	"Chattisgarh Group comprising limestone and shale"	"Middle - Upper Proterozoic"	3	""	50	21.4	81.38333
1942	6.074766	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Durg dist."	"253. Jaipan area"	"21^33'30" : 80^58'40""	"Ls"	"Chattisgarh Group comprising limestone and shale"	"Middle - Upper Proterozoic"	1	""	50	21.55833	80.97778
1945	16003.33	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Jabalpur dist."	"216. Vill-Poniya"	"23^41'20" : 80^24'"	"Ls"	"Limestone associated with phyllite of Mahakoshal Group"	"Lower Proterozoic"	3	""	50	23.68889	80.4
1946	16003.33	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Jabalpur dist."	"217. Vill-Amehta"	"23^42'15" : 80^22'30""	"Ls"	"Limestone associated with phyllite of Mahakoshal Group"	"Lower Proterozoic"	3	""	50	23.70417	80.375
1947	128303.5	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Mandsour dist."	"223. Khedarathor-Damodarpur area"	"24^32' - 24^35'45" : 74^47'30" - 75^05'15""	"Ls"	"Limestone of Semri Group"	"Lower Proterozoic"	1	""	50	24.56458	74.93958
1948	17962.49	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Mandsour dist."	"224. Kanka"	"24^32' : 74^48'"	"Ls"	"Limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	24.53333	74.8
1949	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"225. Dabnera"	"26^16' : 77^30'"	"Ls"	"Limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	26.26667	77.5
1950	2654.591	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"226. Paronkalam"	"26^15' : 77^29'"	"Ls"	"Limestone of Vindhyan Supergroup"	"Lower Proterozoic"	2	""	50	26.25	77.48333
1951	2654.591	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"227. Tonga"	"26^15' : 77^28'"	"Ls"	"Limestone of Vindhyan Supergroup"	"Lower Proterozoic"	2	""	50	26.25	77.46667
1952	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"228. Golali"	"26^13' : 77^24'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	26.21667	77.4
1953	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"229. Kiralpur"	"26^14' : 77^23'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	26.23333	77.38333
1954	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"230. Rudnsarkar"	"26^12' : 77^26'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	26.2	77.43333
1955	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"231. Tentra"	"26^11' : 77^22'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	26.18333	77.36667
1956	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"232. Anghora"	"26^09' : 77^21'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	26.15	77.35
1957	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"233. Jawanirgarh"	"26^08' : 77^18'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	26.13333	77.3
1958	2654.591	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"234. Jalalgarh"	"26^13' : 77^30'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	2	""	50	26.21667	77.5
1959	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"235. Salempur"	"26^12' : 77^29'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	50	26.2	77.48333
1960	2654.591	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"236. Rampurkalan"	"26^10' : 77^28'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	2	""	50	26.16667	77.46667
1961	2654.591	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"237. Bamshouli"	"26^09' : 77^28'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	2	""	50	26.15	77.46667
1970	652.0049	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"8"	"Morena dist."	"246. Guria"	"26^09' : 77^26'"	"Ls"	"Magnesium limestone of Vindhyan Supergroup"	"Lower Proterozoic"	3	""	51	26.15	77.43333
1974	16003.33	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Panna dist."	"211. Rajarwara"	"23^59'30" : 80^30'"	"Ls"	"Limestone of Semri Group of Vindhyan Supergroup"	"Middle-Upper Proterozoic"	3	""	51	23.99167	80.5
1977	16003.33	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Panna dist."	"214. Vill - Ameheta"	"24^01' : 80^32'30""	"Ls"	"Upper Vindhyan limestone with intercalation of shale"	"Middle-Upper Proterozoic"	3	""	51	24.01667	80.54166
1979	16003.33	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Panna dist."	"219. Vill - Tikaria"	"23^49' : 80^24'"	"Ls"	"Limestone is associated with rocks of Mahakoshal Group"	"Lower Proterozoic"	3	""	51	23.81667	80.4
1982	16003.33	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Panna dist."	"222. Durjapur-Chirri-Jamwanikalam"	"24^03' : 80^40'45""	"Ls"	"Limestone of Bhandar Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.05	80.67917
1984	212020	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Raigarh dist."	"251. Maihar"	"21^21' - 21^17' : 83^39' - 83^54'"	"Ls"	"Limestone of Semri Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	21.31667	83.775
1986	6.074766	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Raipur dist."	"253. Jaipanarea"	"21^33'30' : 80^58'40""	"Ls"	"Limestone, shale of Chattisgarh Group"	"Middle - Upper Proterozoic"	1	""	51	21.55833	80.97778
1987	327550.1	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Raipur dist."	"254. Tilda"	"21^21' : 81^49'"	"Ls"	"Limestone, shale of Chattisgarh Group"	"Middle - Upper Proterozoic"	2	""	51	21.35	81.81667
1988	574649.3	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Raipur dist."	"255. Rawan"	"21^39' - 21^41' : 82^05'30" - 82^07'"	"Ls"	"Limestone, shale of Chattisgarh Group"	"Middle - Upper Proterozoic"	1	""	51	21.66667	82.10417
1989	574649.3	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Raipur dist."	"256. Dhanusia-Jhar"	"21^35' : 82^55'"	"Ls"	"Limestone, shale of Chattisgarh Group"	"Middle - Upper Proterozoic"	1	""	51	21.58333	82.91666
1990	327550.1	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Raipur dist."	"257. Banesar-Kunduru Tendurwar"	"21^30' : 81^48'"	"Ls"	"Limestone, shale of Chattisgarh Group"	"Middle - Upper Proterozoic"	2	""	51	21.5	81.8
1991	327550.1	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Raipur dist."	"258. Matia Village"	"21^19' : 81^46'"	"Ls"	"Limestone, shale of Chattisgarh Group"	"Middle - Upper Proterozoic"	2	""	51	21.31667	81.76667
1992	327550.1	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Raipur dist."	"259. Nawagaon"	"21^04' : 81^53'"	"Ls"	"Limestone, shale of Chattisgarh Group"	"Middle - Upper Proterozoic"	2	""	51	21.06667	81.88333
1993	574649.3	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"14"	"Raipur dist."	"260. Darra-Boirdih"	"21^36' : 82^46' - 82^49'30""	"Ls"	"Limestone, shale of Chattisgarh Group"	"Middle - Upper Proterozoic"	1	""	51	21.6	82.79584
1994	317341.3	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Rewa dist."	"261. Bankuyan Block"	"24^36' : 81^12'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	51	24.6	81.2
1995	317341.3	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Rewa dist."	"262. Bankuyan Block extension"	"24^34'45" - 24^38'10" : 81^10'55" - 81^13'38""	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	51	24.60764	81.20458
1996	317341.3	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Rewa dist."	"263. Bela Block"	"24^30'33" - 24^31'54" : 81^10'07" - 81^12'09""	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	51	24.52042	81.18555
1997	180884.5	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Rewa dist."	"264. Naubaste Block"	"24^34' : 81^11'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.56667	81.18333
1998	180884.5	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Rewa dist."	"265. Churhatta"	"24^31' : 81^14'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.51667	81.23333
1999	98344.7	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Rewa dist."	"274. Jhinna Block"	"24^13'30" : 81^16'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.225	81.26667
2001	98344.7	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"266. Garwari Block"	"24^39' : 81^00'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.65	81
2002	24154.84	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"268. Vill - Deora"	"24^35'50" : 80^45'50""	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.59722	80.76389
2003	24154.84	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"269. Vill - Jhinna"	"24^12'30" : 81^16'15""	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.20833	81.27084
2004	98344.7	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"270. Degarghat"	"24^36' : 81^06' - 81^09'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.6	81.125
2005	172534.5	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"271. Sejahata"	"24^34' : 81^02'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	51	24.56667	81.03333
2006	172534.5	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"272. Chhiburu area"	"24^38' : 81^08'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	51	24.63333	81.13333
2007	98344.7	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"273. Ramnagar Block"	"24^37'30" : 81^04'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.625	81.06667
2008	24154.84	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"275. Badanpur-Choupra"	"24^09' : 80^54'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.15	80.9
2009	98344.7	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"276. Bhadanpur"	"24^09' : 80^52'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.15	80.86667
2010	98344.7	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"277. Bambhour"	"24^36' : 80^44'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.6	80.73333
2011	98344.7	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"278. Ahrgam"	"24^36' : 80^49'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	2	""	51	24.6	80.81667
2012	24154.84	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"279. Potenda"	"24^38' : 80^56'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.63333	80.93333
2013	24154.84	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"280. Barduha"	"24^36' : 80^45'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.6	80.75
2014	24154.84	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"281. Badampure"	"24^10' : 80^49'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.16667	80.81667
2015	69.89063	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Satna dist."	"288. Barora-Chuli"	"24^23' : 81^41'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.38333	81.68333
2019	69.89063	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MADHYA PRADESH"	"9"	"Sidhi dist."	"288. Barora-Chuli"	"24^23' : 81^41'"	"Ls"	"Limestone of Bhander Group of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	3	""	51	24.38333	81.68333
2021	79284.06	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"302. Samgoda"	"19^49'38" : 79^05'40""	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	2	""	51	19.82722	79.09444
2022	79284.06	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"303. Naokari-Kusubi Belt"	"19^37' - 19^41' : 79^08' - 79^11'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	2	""	51	19.65	79.15833
2023	139094.8	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"304. Chandur - Tulra Sonapur"	"19^41' - 19^44' : 79^10' - 79^12'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	1	""	51	19.70833	79.18333
2024	139094.8	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"306. Kotara - Bongaon-Wirai"	"19^50'24" : 79^10'49""	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	1	""	52	19.84	79.18027
2025	240515	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"307. Chedvai"	"19^27'07" - 19^30'26" : 79^08'46" - 79^13'00""	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	1	""	52	19.47958	79.18139
2026	139094.8	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"308. Awarpur - Bokardi"	"19^47' : 79^07'30" - 79^11'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	1	""	52	19.78333	79.15417
2027	240515	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"309. Bargaon-Ergaon"	"19^23' : 78^59'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	1	""	52	19.38333	78.98333
2028	79284.06	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"310. Zutting"	"19^48' : 79^06'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	2	""	52	19.8	79.1
2029	19473.28	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Chandrapura dist."	"311. Ruyad"	"19^44' : 79^20'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	3	""	52	19.73333	79.33334
2036	27959.68	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"14"	"Yeotmal dist."	"314. Wanjri"	"20^06' : 78^54'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	3	""	52	20.1	78.9
2037	113835.9	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Yeotmal dist."	"315. Mukutban"	"19^45' - 19^47'30" : 78^49'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	2	""	52	19.77083	78.81667
2038	27959.68	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"14"	"Yeotmal dist."	"316. Gaurala"	"20^05' : 78^50'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	3	""	52	20.08333	78.83334
2039	199712	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Yeotmal dist."	"317. Chanaka - Bhimkund"	"19^51' : 78^26'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	1	""	52	19.85	78.43333
2040	113835.9	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"14"	"Yeotmal dist."	"318. Rajur"	"20^06'24" : 78^54'36""	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	2	""	52	20.10667	78.91
2041	113835.9	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Yeotmal dist."	"319. Sindola"	"19^54' : 79^00'"	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	2	""	52	19.9	79
2042	199712	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MAHARASHTRA"	"18"	"Yeotmal dist."	"320. Sindola Chananka Paramdoh"	"19^50'50" - 19^55'35" : 79^00'15" - 79^05'00""	"Ls"	"Limestone of Penganga Group"	"Upper Proterozoic"	1	""	52	19.88681	79.04375
2046	146139.8	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MEGHALAYA"	"11"	"East Khasi Hills dist."	"294. Shella"	"25^11' - 25^12' : 91^37'16" - 91^38'"	"Ls"	"Limestone of Jaintia Group"	"Palaeogene"	1	""	52	25.19167	91.62722
2047	83299.68	"limestone"	"OTHER INDUSTRIAL MINERALS, MINERAL FUEL AND PRECIOUS STONE"	"MEGHALAYA"	"11"	"East Khasi Hills dist."	"294a. Komorrah Deposit"	"25^11' : 91^46'"	"Ls"	"Limestone of Jaintia Group"	"Palaeogene"	2	""	52	25.18333	91.76667
